CODCLI,REPRESENTACAO
20211,0.01223%
16663,0.01223%
64837,0.01223%
317978,0.01223%
329129,0.01223%
63414,0.01223%
26310,0.01223%
305739,0.01223%
318043,0.01223%
18484,0.01223%
15745,0.01223%
271681,0.01223%
64617,0.01223%
314884,0.01223%
318445,0.01223%
25417,0.01223%
308782,0.01223%
62308,0.01223%
28437,0.01223%
318650,0.01223%
267994,0.01223%
19702,0.01223%
326322,0.01223%
17872,0.01223%
309781,0.01208%
266686,0.01208%
63392,0.01208%
267754,0.01208%
307418,0.01208%
64121,0.01208%
21023,0.01208%
4055,0.01208%
2305,0.01208%
313134,0.01208%
306783,0.01208%
63380,0.01208%
17441,0.01208%
16894,0.01208%
61933,0.01208%
13868,0.01208%
21087,0.01208%
319701,0.01208%
17372,0.01208%
22134,0.01208%
324524,0.01208%
18940,0.01208%
312868,0.01208%
15703,0.01208%
301743,0.01208%
14220,0.01208%
18134,0.01208%
320003,0.01208%
320780,0.01208%
320252,0.01208%
25082,0.01208%
19965,0.01208%
327458,0.01208%
306703,0.01208%
21091,0.01192%
318538,0.01192%
267285,0.01192%
55702,0.01192%
309593,0.01192%
19816,0.01192%
15536,0.01192%
320738,0.01192%
314410,0.01192%
310493,0.01192%
324129,0.01192%
267436,0.01192%
64385,0.01192%
307138,0.01192%
324030,0.01192%
18011,0.01192%
318954,0.01192%
55611,0.01192%
17938,0.01192%
18575,0.01192%
314685,0.01192%
323853,0.01192%
33551,0.01192%
17196,0.01192%
317763,0.01192%
267049,0.01192%
62768,0.01192%
266501,0.01192%
329678,0.01192%
307897,0.01192%
312285,0.01192%
308400,0.01192%
317065,0.01192%
309595,0.01177%
302168,0.01177%
313458,0.01177%
28579,0.01177%
319558,0.01177%
64082,0.01177%
17206,0.01177%
63600,0.01177%
267119,0.01177%
326151,0.01177%
308534,0.01177%
16854,0.01177%
17362,0.01177%
25204,0.01177%
317405,0.01177%
64490,0.01177%
14322,0.01177%
12617,0.01177%
301470,0.01177%
324606,0.01177%
317839,0.01177%
315329,0.01177%
308188,0.01177%
58292,0.01177%
325859,0.01177%
16300,0.01177%
320876,0.01177%
329108,0.01177%
33871,0.01177%
320453,0.01177%
58391,0.01177%
305463,0.01177%
321325,0.01177%
16274,0.01161%
2667,0.01161%
270376,0.01161%
25057,0.01161%
22207,0.01161%
309777,0.01161%
17567,0.01161%
306153,0.01161%
17479,0.01161%
19154,0.01161%
20968,0.01161%
308504,0.01161%
55386,0.01161%
32427,0.01161%
318952,0.01161%
307259,0.01161%
19173,0.01161%
321018,0.01161%
310066,0.01161%
32829,0.01161%
3195,0.01161%
324605,0.01161%
16332,0.01161%
327595,0.01161%
301407,0.01161%
308790,0.01161%
17122,0.01161%
63452,0.01161%
25543,0.01161%
20596,0.01161%
307805,0.01161%
326402,0.01161%
324893,0.01161%
306735,0.01161%
327906,0.01161%
306437,0.01161%
18386,0.01161%
57809,0.01161%
57849,0.01161%
315025,0.01161%
319291,0.01146%
21037,0.01146%
306329,0.01146%
313880,0.01146%
317557,0.01146%
16216,0.01146%
21722,0.01146%
308397,0.01146%
15965,0.01146%
321278,0.01146%
302488,0.01146%
26063,0.01146%
20024,0.01146%
317931,0.01146%
313410,0.01146%
329207,0.01146%
318104,0.01146%
266361,0.01146%
319194,0.01146%
306023,0.01146%
13740,0.01146%
16662,0.01146%
313911,0.01146%
16597,0.01146%
324071,0.01146%
320434,0.01146%
16932,0.01146%
327399,0.01146%
323865,0.01146%
57430,0.01146%
307367,0.01146%
55795,0.01146%
14565,0.01146%
309208,0.01146%
32623,0.01146%
13600,0.01146%
319491,0.01146%
330277,0.01146%
64234,0.01146%
320777,0.01146%
325632,0.01146%
13699,0.01130%
307757,0.01130%
64938,0.01130%
326086,0.01130%
267415,0.01130%
267570,0.01130%
307457,0.01130%
312708,0.01130%
20366,0.01130%
59901,0.01130%
13362,0.01130%
271612,0.01130%
318032,0.01130%
33010,0.01130%
15603,0.01130%
310020,0.01130%
19813,0.01130%
18075,0.01130%
267406,0.01130%
331422,0.01130%
329159,0.01130%
456,0.01130%
20932,0.01130%
328499,0.01130%
326902,0.01130%
312826,0.01130%
313380,0.01130%
317823,0.01130%
295230,0.01130%
25931,0.01130%
310733,0.01130%
318914,0.01130%
326414,0.01130%
315454,0.01115%
312416,0.01115%
17891,0.01115%
266446,0.01115%
320848,0.01115%
18051,0.01115%
20094,0.01115%
301627,0.01115%
325821,0.01115%
324219,0.01115%
269433,0.01115%
312035,0.01115%
56080,0.01115%
320612,0.01115%
16277,0.01115%
25299,0.01115%
62070,0.01115%
328315,0.01115%
266949,0.01115%
62577,0.01115%
316714,0.01115%
331283,0.01115%
14582,0.01115%
14127,0.01115%
321301,0.01115%
18961,0.01115%
57948,0.01115%
309312,0.01115%
13693,0.01099%
319044,0.01099%
313344,0.01099%
319881,0.01099%
306179,0.01099%
20252,0.01099%
305847,0.01099%
26028,0.01099%
317575,0.01099%
325421,0.01099%
315400,0.01099%
270646,0.01099%
310216,0.01099%
62489,0.01099%
3321,0.01099%
62192,0.01099%
2658,0.01099%
307021,0.01099%
270915,0.01099%
22280,0.01099%
318212,0.01099%
64475,0.01099%
267404,0.01099%
312541,0.01099%
312970,0.01099%
33843,0.01099%
4223,0.01099%
315544,0.01099%
57506,0.01099%
33025,0.01099%
57547,0.01099%
318102,0.01099%
314780,0.01099%
330374,0.01099%
266768,0.01099%
25514,0.01099%
325105,0.01099%
24934,0.01099%
57888,0.01099%
315919,0.01099%
3811,0.01099%
18390,0.01099%
305886,0.01099%
308383,0.01099%
28596,0.01099%
320222,0.01099%
331425,0.01099%
13953,0.01084%
19171,0.01084%
14231,0.01084%
61515,0.01084%
19455,0.01084%
308921,0.01084%
32417,0.01084%
15919,0.01084%
310402,0.01084%
19945,0.01084%
309373,0.01084%
13579,0.01084%
309375,0.01084%
59460,0.01084%
13366,0.01084%
19932,0.01084%
14200,0.01084%
319353,0.01084%
309081,0.01084%
19302,0.01084%
320808,0.01084%
312694,0.01084%
57526,0.01084%
166,0.01084%
20581,0.01084%
11832,0.01084%
303379,0.01084%
301641,0.01084%
3023,0.01084%
58160,0.01084%
314558,0.01084%
13612,0.01084%
271427,0.01084%
16745,0.01084%
20028,0.01084%
271324,0.01084%
308632,0.01084%
26145,0.01084%
33895,0.01084%
20458,0.01084%
313963,0.01084%
14105,0.01084%
269816,0.01084%
313208,0.01084%
269890,0.01084%
20929,0.01084%
329514,0.01084%
266884,0.01084%
65092,0.01084%
61560,0.01084%
309793,0.01068%
2819,0.01068%
33403,0.01068%
3973,0.01068%
16740,0.01068%
7223,0.01068%
19802,0.01068%
17845,0.01068%
306282,0.01068%
25306,0.01068%
32944,0.01068%
33672,0.01068%
310594,0.01068%
17252,0.01068%
13958,0.01068%
309610,0.01068%
15926,0.01068%
18516,0.01068%
313407,0.01068%
17592,0.01068%
309904,0.01068%
313975,0.01068%
271518,0.01068%
64168,0.01068%
314306,0.01068%
21127,0.01068%
20395,0.01068%
25690,0.01068%
302872,0.01068%
319588,0.01068%
266878,0.01068%
55693,0.01068%
65145,0.01068%
321651,0.01068%
18783,0.01068%
25717,0.01068%
315318,0.01068%
22004,0.01068%
318213,0.01068%
327317,0.01068%
326412,0.01068%
318894,0.01068%
326507,0.01053%
320120,0.01053%
326308,0.01053%
326950,0.01053%
267775,0.01053%
18185,0.01053%
267236,0.01053%
18926,0.01053%
33427,0.01053%
16900,0.01053%
57511,0.01053%
329623,0.01053%
12326,0.01053%
307927,0.01053%
15922,0.01053%
329231,0.01053%
325937,0.01053%
317794,0.01053%
318183,0.01053%
19968,0.01053%
18043,0.01053%
267356,0.01053%
312907,0.01053%
329141,0.01053%
13767,0.01053%
13509,0.01053%
270787,0.01053%
62054,0.01053%
268215,0.01053%
307781,0.01053%
63141,0.01053%
270321,0.01053%
13741,0.01053%
15765,0.01053%
312528,0.01053%
317781,0.01053%
325475,0.01053%
17269,0.01053%
325113,0.01037%
317695,0.01037%
302141,0.01037%
14411,0.01037%
301286,0.01037%
317871,0.01037%
28521,0.01037%
17253,0.01037%
2163,0.01037%
24654,0.01037%
62326,0.01037%
308135,0.01037%
22466,0.01037%
25642,0.01037%
33502,0.01037%
16160,0.01037%
22172,0.01037%
324267,0.01037%
21338,0.01037%
16209,0.01037%
16706,0.01037%
307671,0.01037%
15898,0.01037%
270954,0.01037%
308682,0.01037%
33605,0.01037%
24971,0.01037%
17405,0.01037%
320418,0.01037%
19591,0.01037%
28611,0.01037%
24725,0.01037%
14487,0.01037%
308641,0.01037%
268434,0.01037%
63157,0.01037%
314282,0.01037%
64123,0.01037%
325145,0.01037%
26100,0.01037%
309940,0.01037%
313915,0.01037%
317294,0.01037%
309733,0.01037%
329662,0.01037%
318613,0.01037%
317634,0.01037%
19018,0.01037%
2641,0.01037%
302049,0.01037%
315537,0.01037%
302750,0.01037%
16892,0.01037%
319927,0.01037%
30491,0.01022%
321076,0.01022%
64670,0.01022%
48,0.01022%
62419,0.01022%
18523,0.01022%
266751,0.01022%
269411,0.01022%
267047,0.01022%
28613,0.01022%
13291,0.01022%
17345,0.01022%
32550,0.01022%
20141,0.01022%
65047,0.01022%
267100,0.01022%
16361,0.01022%
312213,0.01022%
319304,0.01022%
20642,0.01022%
12287,0.01022%
295257,0.01022%
16306,0.01022%
302692,0.01022%
271349,0.01022%
302409,0.01022%
33787,0.01022%
33370,0.01022%
13237,0.01022%
22464,0.01022%
25691,0.01022%
3448,0.01022%
61844,0.01022%
309478,0.01022%
317462,0.01022%
323244,0.01022%
16834,0.01022%
12369,0.01022%
19286,0.01022%
270023,0.01006%
325540,0.01006%
15693,0.01006%
316593,0.01006%
303236,0.01006%
310333,0.01006%
61364,0.01006%
306403,0.01006%
25970,0.01006%
268212,0.01006%
271461,0.01006%
16585,0.01006%
62007,0.01006%
312265,0.01006%
14114,0.01006%
56297,0.01006%
318244,0.01006%
17108,0.01006%
4193,0.01006%
14021,0.01006%
319954,0.01006%
59985,0.01006%
16373,0.01006%
270707,0.01006%
302045,0.01006%
321112,0.01006%
32644,0.01006%
309536,0.01006%
330101,0.01006%
301744,0.01006%
18184,0.01006%
308125,0.01006%
323664,0.01006%
307588,0.01006%
315485,0.01006%
310148,0.01006%
307648,0.01006%
310618,0.01006%
28561,0.01006%
13745,0.01006%
318121,0.01006%
320087,0.01006%
302787,0.01006%
319671,0.01006%
315296,0.01006%
319075,0.01006%
301935,0.01006%
25704,0.01006%
33337,0.01006%
25779,0.01006%
312124,0.01006%
309591,0.00991%
270146,0.00991%
317503,0.00991%
308170,0.00991%
16193,0.00991%
268203,0.00991%
18879,0.00991%
307532,0.00991%
329334,0.00991%
59909,0.00991%
30429,0.00991%
63345,0.00991%
307037,0.00991%
268411,0.00991%
312835,0.00991%
20894,0.00991%
327296,0.00991%
319103,0.00991%
15555,0.00991%
25107,0.00991%
319070,0.00991%
267301,0.00991%
301473,0.00991%
305505,0.00991%
18135,0.00991%
318957,0.00991%
19415,0.00991%
19909,0.00991%
18234,0.00991%
318642,0.00991%
320195,0.00991%
269590,0.00991%
24931,0.00991%
267601,0.00991%
24824,0.00991%
59605,0.00991%
321038,0.00991%
32667,0.00991%
320698,0.00991%
316753,0.00991%
21886,0.00991%
319018,0.00991%
319489,0.00991%
28383,0.00991%
327017,0.00991%
326324,0.00991%
271261,0.00991%
324007,0.00991%
59882,0.00991%
309030,0.00991%
324018,0.00991%
15851,0.00991%
313014,0.00991%
26101,0.00991%
302372,0.00991%
57371,0.00991%
268037,0.00991%
309366,0.00991%
316610,0.00991%
319913,0.00991%
319594,0.00991%
12578,0.00991%
324707,0.00991%
323718,0.00991%
20459,0.00991%
21545,0.00991%
314442,0.00991%
3173,0.00975%
316515,0.00975%
318566,0.00975%
317665,0.00975%
55367,0.00975%
18694,0.00975%
18614,0.00975%
16642,0.00975%
270296,0.00975%
15706,0.00975%
33468,0.00975%
19495,0.00975%
12344,0.00975%
20093,0.00975%
32938,0.00975%
305525,0.00975%
17561,0.00975%
318251,0.00975%
18982,0.00975%
320605,0.00975%
15961,0.00975%
318963,0.00975%
271214,0.00975%
320385,0.00975%
3291,0.00975%
309066,0.00975%
18406,0.00975%
271618,0.00975%
13531,0.00975%
302199,0.00975%
316707,0.00975%
16803,0.00975%
62170,0.00975%
55931,0.00975%
15526,0.00975%
65305,0.00975%
64491,0.00975%
21054,0.00975%
308726,0.00975%
26118,0.00975%
16391,0.00975%
309709,0.00975%
321334,0.00975%
15556,0.00975%
63929,0.00975%
302307,0.00975%
316795,0.00975%
317604,0.00975%
313010,0.00975%
17217,0.00975%
14265,0.00975%
269778,0.00975%
305661,0.00975%
16972,0.00975%
19248,0.00975%
301193,0.00975%
58333,0.00975%
57593,0.00960%
271023,0.00960%
17550,0.00960%
307116,0.00960%
33804,0.00960%
22214,0.00960%
316638,0.00960%
18068,0.00960%
308854,0.00960%
302405,0.00960%
267324,0.00960%
312163,0.00960%
321175,0.00960%
22028,0.00960%
57577,0.00960%
324123,0.00960%
24651,0.00960%
20874,0.00960%
305566,0.00960%
305321,0.00960%
315443,0.00960%
17102,0.00960%
329718,0.00960%
270059,0.00960%
318386,0.00960%
58267,0.00960%
20434,0.00960%
58028,0.00960%
58515,0.00960%
63445,0.00960%
25850,0.00960%
305859,0.00960%
21354,0.00960%
270251,0.00960%
310657,0.00960%
319528,0.00960%
56192,0.00960%
266905,0.00960%
269402,0.00960%
307543,0.00960%
18714,0.00960%
57623,0.00960%
318517,0.00960%
305388,0.00960%
325258,0.00960%
314369,0.00960%
320082,0.00960%
331704,0.00960%
15493,0.00960%
317225,0.00960%
308700,0.00960%
19654,0.00960%
332583,0.00960%
25094,0.00945%
325131,0.00945%
332350,0.00945%
57523,0.00945%
306769,0.00945%
21594,0.00945%
270208,0.00945%
271004,0.00945%
17961,0.00945%
61531,0.00945%
15859,0.00945%
325175,0.00945%
266992,0.00945%
58566,0.00945%
57616,0.00945%
317778,0.00945%
309658,0.00945%
17916,0.00945%
305791,0.00945%
22360,0.00945%
12885,0.00945%
314589,0.00945%
266523,0.00945%
62487,0.00945%
26208,0.00945%
268031,0.00945%
58087,0.00945%
2656,0.00945%
57847,0.00945%
267791,0.00945%
268393,0.00945%
22642,0.00945%
308533,0.00945%
309060,0.00945%
328498,0.00945%
305953,0.00945%
321109,0.00945%
19249,0.00945%
319039,0.00945%
17576,0.00945%
310361,0.00945%
271562,0.00945%
15937,0.00945%
312012,0.00945%
63170,0.00945%
13810,0.00945%
331444,0.00945%
267974,0.00945%
317090,0.00945%
271252,0.00945%
327970,0.00945%
314215,0.00945%
325080,0.00945%
14365,0.00945%
271070,0.00945%
328158,0.00945%
59613,0.00945%
329070,0.00945%
331342,0.00945%
321214,0.00945%
21790,0.00945%
24722,0.00945%
63374,0.00945%
306758,0.00945%
24896,0.00945%
320986,0.00945%
313076,0.00945%
20719,0.00945%
57916,0.00929%
320345,0.00929%
321447,0.00929%
319720,0.00929%
6622,0.00929%
19624,0.00929%
20535,0.00929%
307499,0.00929%
318683,0.00929%
271018,0.00929%
13271,0.00929%
16420,0.00929%
16799,0.00929%
22760,0.00929%
17715,0.00929%
325424,0.00929%
310573,0.00929%
64890,0.00929%
14506,0.00929%
331509,0.00929%
301545,0.00929%
16708,0.00929%
18147,0.00929%
13491,0.00929%
16716,0.00929%
56245,0.00929%
24727,0.00929%
16079,0.00929%
18398,0.00929%
312762,0.00929%
33498,0.00929%
316906,0.00929%
325507,0.00929%
22786,0.00929%
4091,0.00929%
312984,0.00929%
307825,0.00929%
3414,0.00929%
15775,0.00929%
309825,0.00929%
62195,0.00929%
324835,0.00929%
306219,0.00929%
306042,0.00929%
302306,0.00929%
20851,0.00929%
309210,0.00929%
326961,0.00929%
267787,0.00929%
59557,0.00929%
325427,0.00929%
324820,0.00929%
318671,0.00929%
318267,0.00929%
319161,0.00929%
19250,0.00929%
266890,0.00929%
320383,0.00929%
56023,0.00929%
317790,0.00929%
306563,0.00929%
325967,0.00914%
59781,0.00914%
311929,0.00914%
316511,0.00914%
307799,0.00914%
316007,0.00914%
21799,0.00914%
58118,0.00914%
319348,0.00914%
328246,0.00914%
267445,0.00914%
270988,0.00914%
330058,0.00914%
328127,0.00914%
329145,0.00914%
64576,0.00914%
59360,0.00914%
325257,0.00914%
30492,0.00914%
271179,0.00914%
20325,0.00914%
326452,0.00914%
63777,0.00914%
19348,0.00914%
301760,0.00914%
13230,0.00914%
318249,0.00914%
508,0.00914%
32787,0.00914%
19648,0.00914%
302404,0.00914%
13425,0.00914%
22445,0.00914%
59683,0.00914%
305377,0.00914%
18678,0.00914%
14203,0.00914%
17829,0.00914%
63366,0.00914%
13293,0.00914%
306061,0.00914%
63362,0.00914%
319079,0.00914%
26230,0.00914%
271110,0.00914%
308891,0.00914%
32430,0.00914%
326663,0.00914%
326078,0.00914%
63341,0.00914%
309142,0.00914%
18384,0.00914%
57424,0.00914%
302155,0.00914%
267670,0.00914%
56131,0.00914%
2434,0.00914%
63306,0.00914%
20432,0.00914%
331546,0.00914%
305985,0.00898%
314262,0.00898%
18084,0.00898%
270040,0.00898%
309196,0.00898%
312397,0.00898%
319209,0.00898%
16777,0.00898%
301462,0.00898%
22268,0.00898%
324628,0.00898%
317533,0.00898%
318092,0.00898%
15880,0.00898%
12605,0.00898%
314418,0.00898%
4061,0.00898%
13463,0.00898%
62425,0.00898%
22145,0.00898%
18864,0.00898%
22225,0.00898%
62344,0.00898%
55760,0.00898%
18507,0.00898%
329853,0.00898%
61378,0.00898%
306229,0.00898%
307569,0.00898%
6727,0.00898%
25909,0.00898%
317916,0.00898%
24565,0.00898%
267125,0.00898%
65172,0.00898%
324398,0.00898%
313032,0.00898%
302628,0.00898%
309522,0.00898%
269773,0.00898%
14484,0.00898%
305478,0.00898%
323640,0.00898%
61662,0.00898%
319650,0.00898%
22265,0.00898%
268387,0.00898%
318925,0.00898%
24635,0.00898%
331942,0.00898%
313370,0.00898%
307165,0.00898%
24733,0.00898%
321113,0.00898%
309170,0.00898%
308622,0.00898%
317743,0.00898%
306244,0.00898%
319617,0.00898%
18972,0.00898%
62218,0.00898%
310701,0.00898%
306634,0.00898%
61956,0.00898%
305890,0.00883%
271558,0.00883%
22671,0.00883%
64161,0.00883%
318758,0.00883%
21635,0.00883%
21079,0.00883%
295229,0.00883%
331187,0.00883%
13429,0.00883%
20362,0.00883%
24499,0.00883%
307809,0.00883%
323833,0.00883%
330733,0.00883%
19145,0.00883%
32696,0.00883%
14023,0.00883%
16875,0.00883%
309477,0.00883%
307591,0.00883%
25564,0.00883%
3059,0.00883%
301633,0.00883%
321340,0.00883%
306931,0.00883%
61926,0.00883%
268477,0.00883%
14362,0.00883%
305443,0.00883%
308199,0.00883%
33101,0.00883%
309620,0.00883%
18289,0.00883%
323504,0.00883%
318086,0.00883%
323679,0.00883%
19159,0.00883%
266986,0.00883%
14166,0.00883%
13838,0.00883%
270279,0.00883%
59423,0.00883%
22572,0.00883%
312317,0.00883%
22444,0.00883%
55878,0.00883%
18755,0.00883%
18560,0.00883%
267284,0.00883%
314441,0.00883%
320891,0.00883%
19747,0.00883%
17083,0.00883%
306355,0.00883%
17480,0.00883%
15778,0.00883%
13372,0.00883%
271027,0.00883%
328309,0.00883%
320393,0.00883%
2423,0.00883%
33332,0.00883%
57822,0.00883%
330217,0.00883%
330558,0.00867%
25344,0.00867%
55714,0.00867%
13604,0.00867%
19461,0.00867%
314428,0.00867%
2240,0.00867%
327104,0.00867%
303337,0.00867%
305733,0.00867%
318588,0.00867%
17187,0.00867%
59903,0.00867%
18360,0.00867%
328759,0.00867%
25097,0.00867%
329770,0.00867%
301634,0.00867%
32575,0.00867%
13814,0.00867%
320533,0.00867%
312335,0.00867%
20555,0.00867%
25569,0.00867%
17625,0.00867%
329884,0.00867%
13370,0.00867%
13994,0.00867%
267058,0.00867%
62185,0.00867%
324828,0.00867%
267178,0.00867%
320919,0.00867%
25625,0.00867%
15733,0.00867%
62558,0.00867%
63597,0.00867%
321305,0.00867%
13990,0.00867%
319115,0.00867%
313712,0.00867%
57598,0.00867%
307137,0.00867%
317157,0.00867%
13576,0.00867%
318113,0.00867%
271554,0.00867%
56288,0.00867%
314917,0.00867%
267955,0.00867%
58181,0.00867%
317821,0.00867%
309823,0.00867%
309240,0.00867%
329935,0.00867%
16504,0.00867%
301723,0.00867%
319174,0.00867%
327140,0.00852%
61966,0.00852%
321075,0.00852%
311930,0.00852%
62724,0.00852%
17413,0.00852%
14622,0.00852%
12604,0.00852%
318930,0.00852%
13891,0.00852%
63429,0.00852%
301742,0.00852%
21218,0.00852%
19180,0.00852%
65185,0.00852%
13246,0.00852%
22079,0.00852%
64233,0.00852%
62744,0.00852%
13676,0.00852%
16686,0.00852%
302606,0.00852%
308931,0.00852%
12868,0.00852%
55971,0.00852%
320839,0.00852%
20198,0.00852%
266804,0.00852%
17875,0.00852%
314323,0.00852%
306182,0.00852%
308414,0.00852%
19607,0.00852%
22175,0.00852%
63091,0.00852%
2207,0.00852%
20592,0.00852%
301783,0.00852%
15676,0.00852%
310410,0.00852%
318434,0.00852%
17129,0.00852%
307908,0.00852%
306465,0.00852%
24749,0.00852%
312811,0.00852%
268295,0.00852%
21205,0.00852%
305519,0.00852%
310022,0.00852%
326409,0.00852%
315096,0.00852%
318559,0.00852%
295288,0.00852%
308239,0.00852%
21960,0.00852%
329414,0.00852%
295182,0.00852%
19058,0.00852%
312362,0.00852%
14366,0.00852%
331150,0.00852%
63537,0.00852%
14346,0.00852%
302348,0.00852%
17800,0.00852%
22050,0.00852%
19523,0.00852%
57439,0.00836%
62086,0.00836%
64222,0.00836%
303370,0.00836%
58234,0.00836%
19040,0.00836%
57792,0.00836%
307467,0.00836%
310506,0.00836%
18246,0.00836%
310167,0.00836%
302010,0.00836%
61820,0.00836%
317723,0.00836%
6573,0.00836%
318763,0.00836%
318196,0.00836%
11565,0.00836%
306080,0.00836%
309028,0.00836%
17326,0.00836%
2728,0.00836%
15781,0.00836%
6592,0.00836%
16758,0.00836%
57546,0.00836%
55740,0.00836%
19994,0.00836%
2142,0.00836%
25152,0.00836%
305495,0.00836%
321238,0.00836%
325595,0.00836%
316726,0.00836%
317833,0.00836%
318801,0.00836%
326880,0.00836%
325528,0.00836%
62207,0.00836%
317297,0.00836%
326486,0.00836%
312989,0.00836%
19165,0.00836%
305544,0.00836%
308455,0.00836%
315509,0.00836%
14130,0.00836%
16266,0.00836%
308260,0.00836%
59570,0.00836%
266681,0.00836%
14332,0.00836%
326706,0.00836%
309483,0.00836%
328020,0.00836%
32640,0.00836%
61437,0.00836%
324810,0.00836%
320878,0.00836%
266942,0.00821%
13843,0.00821%
318344,0.00821%
306941,0.00821%
16784,0.00821%
308893,0.00821%
17929,0.00821%
13315,0.00821%
313560,0.00821%
323615,0.00821%
17193,0.00821%
25813,0.00821%
316460,0.00821%
314295,0.00821%
14099,0.00821%
14339,0.00821%
4337,0.00821%
315944,0.00821%
270870,0.00821%
18707,0.00821%
6403,0.00821%
20406,0.00821%
15766,0.00821%
64994,0.00821%
57878,0.00821%
25580,0.00821%
3119,0.00821%
62609,0.00821%
324069,0.00821%
21989,0.00821%
55363,0.00821%
3930,0.00821%
310718,0.00821%
20344,0.00821%
25648,0.00821%
326127,0.00821%
306743,0.00821%
61661,0.00821%
63966,0.00821%
313275,0.00821%
25403,0.00821%
329905,0.00821%
267612,0.00821%
20042,0.00821%
25026,0.00821%
321357,0.00821%
324046,0.00821%
56077,0.00821%
317051,0.00821%
324967,0.00821%
22376,0.00821%
63864,0.00821%
64167,0.00821%
2128,0.00821%
17665,0.00821%
295320,0.00821%
324932,0.00821%
25270,0.00821%
312630,0.00821%
326191,0.00821%
316869,0.00821%
25113,0.00821%
20200,0.00821%
63030,0.00821%
14533,0.00821%
22624,0.00821%
331853,0.00821%
318991,0.00821%
318000,0.00821%
317617,0.00821%
325509,0.00805%
62137,0.00805%
305878,0.00805%
325135,0.00805%
312448,0.00805%
64776,0.00805%
59567,0.00805%
16632,0.00805%
22438,0.00805%
319607,0.00805%
56196,0.00805%
271378,0.00805%
307062,0.00805%
315040,0.00805%
18817,0.00805%
327449,0.00805%
267274,0.00805%
266796,0.00805%
24710,0.00805%
6467,0.00805%
18216,0.00805%
25611,0.00805%
310672,0.00805%
19487,0.00805%
18468,0.00805%
57938,0.00805%
16015,0.00805%
22038,0.00805%
19832,0.00805%
